ID,Node1,Node2,Length,Diameter,Roughness,MinorLoss,Status
L2011,N2004,N2005,4.09,60,116.55,0,OPEN
L2012,N2005,N2006,18.9,60,93.55,0,OPEN
L2013,N2006,N2007,106.21,60,113.21,0,OPEN
L2022,N2007,N2016,66.56,60,102.89,0,OPEN
L2060,N2047,N2050,86.85,60,110.59,0,OPEN
L2061,N2050,N349,5.32,60,119.29,0,OPEN
L2069,N2057,N2058,81.04,60,79.59,0,OPEN
L207,N256,N2036,124.52,60,79.39,0,OPEN
L2071,N2048,N2060,7.06,60,81.4,0,OPEN
L2079,N361,N2068,50.01,60,106.58,0,OPEN
L208,N255,N258,210.05,60,94.96,0,OPEN
L2088,N1781,N1782,29.86,60,108.23,0,Closed
L210,N258,N260,55.37,60,95.44,0,OPEN
L2198,N287,N288,5.83,60,108.14,0,OPEN
L22,N40,N541,341.71,60,86.3,0,OPEN
L2202,N1002,N999,5.69,60,119.06,0,OPEN
L222,N271,N272,9.09,60,90.03,0,OPEN
L225,N271,N275,54.47,60,79.83,0,OPEN
L23,N42,N43,378.08,60,79.07,0,OPEN
L2312,N2356,N2357,276.04,60,101.24,0,OPEN
L236,N286,N287,84.02,60,111.77,0,OPEN
L2370,N2426,N2427,3.3,60,86.32,0,OPEN
L24,N44,N45,383.38,60,117.27,0,OPEN
L240,N288,N290,74.33,60,84.24,0,OPEN
L244,N290,N292,2.33,60,99.24,0,OPEN
L249,N239,N238,78.39,60,120,0,OPEN
L25,N45,N46,196.19,60,83.87,0,OPEN
L258,N306,N307,63.07,60,115.66,0,OPEN
L26,N47,N48,16.35,60,78.45,0,OPEN
L264,N307,N313,66.99,60,92.99,0,OPEN
L306,N349,N350,95.15,60,99.73,0,OPEN
L307,N351,N352,41.86,60,98.22,0,OPEN
L308,N351,N353,96.79,60,99.13,0,OPEN
L310,N355,N356,7.96,60,90.82,0,OPEN
L3113,N486,N94,79.14,60,84.61,0,OPEN
L3115,N483,N17,76.65,60,100.57,0,OPEN
L3123,N391,N2817,49.26,60,92.29,0,OPEN
L3126,N833,N837,5.96,60,109.02,0,OPEN
L3127,N2427,N2818,4.24,60,102.86,0,OPEN
L3128,N2818,N891,415.13,60,88.8,0,OPEN
L3130,N2427,N897,385.58,60,118.35,0,OPEN
L3131,N742,N745,44.74,60,95.33,0,OPEN
L3132,N610,N608,2.83,60,111.33,0,OPEN
L3138,N350,N2428,4.42,60,93.36,0,OPEN
L3139,N2428,N351,101.65,60,82.17,0,OPEN
L3164,N207,N210,104.79,60,93.92,0,OPEN
L325,N365,N375,335.88,60,80.88,0,OPEN
L33,N60,N61,13.45,60,83.87,0,OPEN
L331,N377,N381,25.09,60,95.87,0,OPEN
L341,N391,N389,131.07,60,108.41,0,OPEN
L342,N392,N391,63.95,60,78.79,0,OPEN
L346,N398,N393,77.99,60,90.45,0,OPEN
L347,N393,N396,9.6,60,116.4,0,OPEN
L348,N396,N392,4.78,60,117.5,0,OPEN
L358,N409,N407,73.55,60,114.82,0,OPEN
L359,N407,N410,79.59,60,114.13,0,OPEN
L389,N438,N440,30.23,60,97.8,0,OPEN
L390,N435,N441,16.44,60,102.99,0,OPEN
L391,N441,N442,101.88,60,109.32,0,OPEN
L406,N453,N452,115.29,60,107.32,0,OPEN
L419,N445,N466,194.77,60,95.31,0,OPEN
L426,N27,N473,81.72,60,109.85,0,OPEN
L43,N76,N60,270.59,60,104.53,0,OPEN
L430,N478,N83,82.69,60,115.83,0,OPEN
L431,N479,N90,75.31,60,113.54,0,OPEN
L433,N479,N452,86,60,104.16,0,OPEN
L436,N483,N94,17.63,60,85.43,0,OPEN
L462,N510,N511,30.02,60,102.92,0,OPEN
L463,N512,N511,36.41,60,87.79,0,OPEN
L464,N513,N466,90.6,60,78.64,0,OPEN
L469,N466,N512,9.26,60,102.62,0,OPEN
L470,N58,N513,36.63,60,115.18,0,OPEN
L472,N519,N520,53.56,60,98.07,0,OPEN
L473,N521,N520,46.82,60,78.85,0,OPEN
L474,N522,N521,100.13,60,85.69,0,OPEN
L475,N410,N520,104.34,60,97.08,0,OPEN
L481,N522,N425,26.78,60,115.62,0,OPEN
L49,N83,N26,8.51,60,85.38,0,OPEN
L506,N40,N546,57.52,60,89.79,0,OPEN
L507,N40,N547,121.33,60,90.78,0,OPEN
L508,N548,N48,262.48,60,79.17,0,OPEN
L509,N48,N549,141.47,60,108.71,0,OPEN
L51,N16,N86,8.31,60,82.66,0,OPEN
L510,N47,N550,140.22,60,119.03,0,OPEN
L513,N553,N554,86.08,60,78.84,0,OPEN
L514,N555,N556,266.07,60,113.4,0,OPEN
L524,N563,N564,113.99,60,117.2,0,OPEN
L525,N565,N566,154.12,60,95.27,0,OPEN
L526,N567,N568,9.66,60,93.73,0,OPEN
L527,N567,N564,8.43,60,118.28,0,OPEN
L528,N551,N567,83.24,60,82.25,0,OPEN
L529,N564,N569,81.89,60,102.78,0,OPEN
L532,N570,N571,8.06,60,111.59,0,OPEN
L533,N572,N571,79.34,60,99.79,0,OPEN
L534,N571,N557,243.42,60,100.99,0,OPEN
L535,N570,N573,87.73,60,114.35,0,OPEN
L536,N558,N570,242.76,60,102.85,0,OPEN
L537,N45,N42,14.51,60,86.13,0,OPEN
L538,N574,N575,56.76,60,105.52,0,OPEN
L539,N574,N548,8.51,60,116.4,0,OPEN
L540,N576,N574,208.66,60,103.04,0,OPEN
L541,N549,N548,88.14,60,87.87,0,OPEN
L542,N549,N550,7.81,60,106.24,0,OPEN
L543,N550,N577,52.81,60,84.85,0,OPEN
L544,N573,N578,7.97,60,104.77,0,OPEN
L545,N559,N573,242.7,60,100.36,0,OPEN
L546,N578,N579,243.38,60,99.42,0,OPEN
L547,N578,N580,339.8,60,108.32,0,OPEN
L548,N560,N579,15.04,60,100.08,0,OPEN
L549,N580,N579,64.49,60,90.37,0,OPEN
L550,N581,N580,18.16,60,106.29,0,OPEN
L551,N581,N565,74.8,60,96.22,0,OPEN
L552,N582,N581,318.81,60,113.48,0,OPEN
L553,N562,N565,8.06,60,116.58,0,OPEN
L579,N608,N609,15.9,60,117.44,0,OPEN
L58,N96,N17,138.1,60,110.81,0,OPEN
L580,N380,N610,20.55,60,98.51,0,OPEN
L60,N16,N98,25.68,60,102.17,0,OPEN
L617,N645,N646,20.16,60,112.3,0,OPEN
L618,N646,N69,49.83,60,100.58,0,OPEN
L619,N69,N647,61.18,60,83.54,0,OPEN
L630,N658,N659,93.41,60,105.1,0,OPEN
L631,N647,N658,7.8,60,112.62,0,OPEN
L632,N660,N658,7.39,60,88.06,0,OPEN
L633,N660,N656,80,60,85.4,0,OPEN
L635,N659,N662,110.33,60,84.41,0,OPEN
L637,N656,N664,63.75,60,99.8,0,OPEN
L639,N664,N666,80.19,60,80.17,0,OPEN
L641,N668,N666,62.67,60,93.99,0,OPEN
L642,N668,N669,45.82,60,104.86,0,OPEN
L649,N674,N668,269.74,60,113.93,0,OPEN
L65,N98,N100,25.77,60,113.63,0,OPEN
L650,N62,N631,78.47,60,117.55,0,OPEN
L651,N631,N675,77.48,60,105.81,0,OPEN
L659,N674,N679,23.26,60,79.76,0,OPEN
L709,N732,N442,112.84,60,97.51,0,OPEN
L711,N734,N720,50.68,60,103.33,0,OPEN
L712,N734,N735,121.55,60,116.47,0,OPEN
L713,N732,N734,2.31,60,102.95,0,OPEN
L720,N682,N741,55.3,60,105.53,0,OPEN
L721,N741,N742,4.51,60,100.55,0,OPEN
L743,N763,N764,81.62,60,105.39,0,OPEN
L744,N762,N763,56.46,60,78.54,0,OPEN
L745,N765,N762,64.97,60,102.47,0,OPEN
L746,N751,N765,219.01,60,89.71,0,OPEN
L755,N768,N761,72.73,60,118.76,0,OPEN
L756,N773,N774,82.06,60,107.09,0,OPEN
L761,N774,N779,92.98,60,83.34,0,OPEN
L766,N761,N76,161.06,60,95.62,0,OPEN
L77,N114,N117,50.72,60,95.08,0,OPEN
L779,N787,N30,99.51,60,101.91,0,OPEN
L79,N117,N119,111.99,60,83.26,0,OPEN
L798,N807,N810,7.5,60,93.52,0,OPEN
L802,N810,N28,152.69,60,114.03,0,OPEN
L808,N817,N28,157.32,60,113.75,0,OPEN
L813,N478,N453,11.56,60,91.95,0,OPEN
L814,N817,N478,109.06,60,90.37,0,OPEN
L82,N121,N122,204.41,60,101.51,0,OPEN
L821,N827,N828,6.89,60,82.33,0,OPEN
L822,N828,N829,115.35,60,84.47,0,OPEN
L825,N832,N833,124.32,60,92.93,0,OPEN
L826,N832,N834,114.64,60,87.91,0,OPEN
L827,N835,N832,35.39,60,93.49,0,OPEN
L828,N830,N836,37.52,60,79.45,0,OPEN
L829,N837,N838,84.16,60,80.7,0,OPEN
L830,N834,N839,10.73,60,82.11,0,OPEN
L831,N840,N839,82.35,60,111.9,0,OPEN
L832,N840,N838,8.01,60,92.02,0,OPEN
L833,N841,N840,100.95,60,80.02,0,OPEN
L835,N839,N843,147.02,60,83.11,0,OPEN
L836,N834,N844,221.25,60,112.8,0,OPEN
L839,N847,N848,11.58,60,84.72,0,OPEN
L840,N849,N847,74.6,60,105.25,0,OPEN
L843,N847,N696,51.98,60,113.6,0,OPEN
L844,N852,N853,82.44,60,114.02,0,OPEN
L845,N854,N849,102.6,60,85.91,0,OPEN
L846,N849,N852,8.56,60,98.82,0,OPEN
L847,N852,N855,102.71,60,90.35,0,OPEN
L848,N853,N856,8.56,60,118.39,0,OPEN
L849,N853,N857,117.4,60,97.15,0,OPEN
L850,N856,N858,117.23,60,99.39,0,OPEN
L851,N856,N859,213.37,60,89.65,0,OPEN
L852,N860,N861,247.79,60,96.41,0,OPEN
L853,N858,N862,13.86,60,93.1,0,OPEN
L854,N863,N862,61.3,60,97.74,0,OPEN
L855,N864,N865,185.3,60,119.61,0,OPEN
L856,N862,N866,249.76,60,116.51,0,OPEN
L859,N867,N868,7.87,60,100.41,0,OPEN
L860,N869,N868,154.38,60,113.57,0,OPEN
L861,N868,N870,166.43,60,117.01,0,OPEN
L862,N871,N864,72.88,60,118.5,0,OPEN
L863,N869,N864,7.94,60,96.52,0,OPEN
L864,N870,N869,37.74,60,85.31,0,OPEN
L876,N878,N877,254.09,60,114.98,0,OPEN
L877,N879,N880,336.18,60,109.27,0,OPEN
L884,N881,N882,273.79,60,119.74,0,OPEN
L89,N128,N121,15.76,60,83.9,0,OPEN
L890,N901,N884,17.42,60,102.65,0,OPEN
L891,N889,N890,71.88,60,89.34,0,OPEN
L892,N888,N889,17.89,60,87.1,0,OPEN
L893,N891,N888,59.45,60,90.12,0,OPEN
L894,N892,N889,34.5,60,88.28,0,OPEN
L899,N897,N898,2.29,60,93.23,0,OPEN
L900,N897,N899,35.53,60,84.15,0,OPEN
L939,N941,N938,50.73,60,81.52,0,OPEN
L944,N945,N946,27.63,60,84.24,0,OPEN
L945,N947,N946,101.61,60,91.65,0,OPEN
L946,N948,N946,125.76,60,91.46,0,OPEN
L948,N948,N950,82.67,60,99.57,0,OPEN
L949,N944,N948,154.83,60,96.73,0,OPEN
L957,N956,N958,65.42,60,119.99,0,OPEN
L958,N940,N956,58.62,60,81.21,0,OPEN
L959,N958,N959,78.89,60,106.23,0,OPEN
L97,N136,N137,14.37,60,99.01,0,OPEN
L98,N136,N138,17.57,60,85.23,0,OPEN
L99,N139,N136,238.76,60,83.74,0,OPEN
L994,N986,N987,137.24,60,103.93,0,OPEN
L995,N988,N985,135.7,60,115.47,0,OPEN
L996,N983,N989,113.75,60,83.46,0,OPEN
L999,N992,N988,4.2,60,97.52,0,OPEN
L1268,N1252,N1251,205.22,60,107.43,0,OPEN
L1302,N1271,N1283,9.12,60,96.63,0,OPEN
L2443,N2532,N2533,91.8,60,88.06,0,OPEN
L2997,N1909,N2533,12.72,60,118.13,0,OPEN
L2999,N2533,N2781,78.64,60,79.26,0,OPEN
L3000,N2533,N2782,82.12,60,85.16,0,OPEN
L1099,N1106,N1107,74.61,63,90.3,0,OPEN
L1100,N10,N1106,110.03,63,108.06,0,OPEN
L1108,N1114,N1111,17.65,63,119.05,0,OPEN
L1110,N1115,N1114,411.5,63,97.58,0,OPEN
L1147,N1148,N987,135.97,63,97.13,0,OPEN
L1148,N1148,N1149,200.51,63,119.07,0,OPEN
L1157,N103,N1155,204.4,63,87.81,0,OPEN
L1159,N1155,N1157,364.52,63,80.73,0,OPEN
L1825,N1801,N1819,228.68,63,117.64,0,OPEN
L1934,N1074,N1933,256.12,63,87.85,0,OPEN
L2363,N2416,N2413,130.74,63,117.09,0,OPEN
L2625,N2413,N2378,182.83,63,92.51,0,OPEN
L329,N373,N379,15.36,63,89.17,0,OPEN
L450,N499,N493,50.32,63,105.72,0,OPEN
L451,N484,N500,33.94,63,103.84,0,OPEN
L57,N18,N95,98.85,63,101.32,0,OPEN
L66,N104,N105,388.78,63,113.06,0,OPEN
L67,N106,N107,75.16,63,98.23,0,OPEN
L68,N106,N108,29,63,80.15,0,OPEN
L69,N104,N106,134.88,63,95.65,0,OPEN
L7,N13,N14,147.62,63,116.12,0,OPEN
L70,N109,N104,392.92,63,79.29,0,OPEN
L2248,N2260,N2261,5.32,63,97.38,0,OPEN
L2249,N2261,N2262,8.53,63,105.33,0,OPEN
L2250,N2262,N2263,10.1,63,95.91,0,OPEN
L2251,N2263,N2264,7.03,63,97.67,0,OPEN
L2339,N2263,N2264,7.03,63,80.64,0,OPEN
L2340,N2262,N2263,10.1,63,103.21,0,OPEN
L2341,N2261,N2262,8.53,63,82.2,0,OPEN
L2342,N2260,N2261,5.32,63,99.22,0,OPEN
L2349,N2400,N2401,57.02,63,85.04,0,OPEN
L2367,N2421,N2422,20.26,63,100.65,0,OPEN
L2368,N2421,N2423,41.48,63,89.02,0,OPEN
L2697,N2400,N2661,114.62,63,84.67,0,OPEN
L2698,N2662,N2402,77.14,63,81.66,0,OPEN
L2701,N2406,N2407,194.66,63,118.24,0,OPEN
L2703,N2408,N2409,189.76,63,84.29,0,OPEN
L2706,N2411,N2663,66.74,63,91.33,0,OPEN
L2708,N2664,N2396,52.61,63,98.19,0,OPEN
L2710,N2397,N2665,95.5,63,101.56,0,OPEN
L2713,N2393,N2395,109.27,63,100.63,0,OPEN
L2715,N2258,N2394,40.73,63,88.68,0,OPEN
L2716,N2259,N2666,34.06,63,91.96,0,OPEN
L2718,N2394,N2392,108.79,63,78.74,0,OPEN
L2719,N2395,N2388,164.18,63,86.21,0,OPEN
L2725,N2668,N2403,289.96,63,116.91,0,OPEN
L1,N1,N2,48.38,63,112.36,0,OPEN
L1001,N994,N995,149.59,63,106.99,0,OPEN
L1011,N1006,N1003,94.63,63,111.6,0,OPEN
L1012,N1003,N1000,5.77,63,105.91,0,OPEN
L1021,N1015,N1008,157.96,63,119.7,0,OPEN
L1038,N1031,N1032,24.82,63,89.79,0,OPEN
L1053,N1056,N1057,247.23,63,90.44,0,OPEN
L1059,N1064,N1065,157.49,63,99.98,0,OPEN
L1063,N1069,N1072,89.97,63,95.76,0,Closed
L1064,N1073,N1074,198.91,63,100.36,0,OPEN
L1065,N1075,N1073,23.94,63,114.86,0,OPEN
L1074,N1085,N87,145.03,63,84.3,0,OPEN
L1075,N1086,N1087,115.83,63,105.97,0,OPEN
L1080,N1092,N1093,48.43,63,100.51,0,OPEN
L1081,N1015,N1092,67.76,63,91.94,0,OPEN
L1082,N1094,N1092,49.56,63,108.6,0,OPEN
L1083,N994,N1015,8.54,63,108.46,0,OPEN
L1084,N1095,N994,40.21,63,118.99,0,OPEN
L1097,N1089,N1086,30.28,63,111.32,0,OPEN
L1098,N1086,N1105,54.47,63,117.42,0,OPEN
L1138,N1140,N1141,95.25,63,103.06,0,OPEN
L1140,N981,N1140,8.65,63,90.07,0,OPEN
L1151,N14,N1151,2.43,63,88.01,0,OPEN
L1152,N96,N14,70.66,63,102.68,0,OPEN
L1153,N1151,N1152,52.63,63,110.42,0,OPEN
L1158,N1156,N103,38.41,63,109.39,0,OPEN
L1168,N1163,N1057,53.6,63,113.25,0,OPEN
L120,N159,N160,108.56,63,101.64,0,OPEN
L1206,N1190,N1195,121.2,63,82.31,0,OPEN
L1207,N1189,N1196,123.64,63,94.89,0,OPEN
L1252,N1234,N1235,39.09,63,98.15,0,OPEN
L1255,N1237,N1238,87.69,63,79.23,0,OPEN
L1258,N72,N1242,4.49,63,104.17,0,OPEN
L1266,N1250,N1248,172.78,63,119.03,0,OPEN
L1271,N1255,N1254,17.69,63,85.7,0,OPEN
L1278,N1249,N1260,127.05,63,91.73,0,OPEN
L1279,N1261,N1262,59.12,63,119.02,0,OPEN
L128,N166,N167,79.94,63,100.09,0,OPEN
L1284,N1270,N1271,128.74,63,98.38,0,OPEN
L1285,N1271,N1272,154.27,63,112.23,0,OPEN
L1300,N1281,N1283,59.91,63,86.66,0,OPEN
L1303,N1272,N1284,82.23,63,93.08,0,OPEN
L1304,N1272,N1285,94.99,63,111.42,0,OPEN
L1317,N1065,N1296,69.32,63,114.5,0,OPEN
L1319,N1073,N1298,284.1,63,91.34,0,OPEN
L132,N160,N169,7.91,63,82.57,0,OPEN
L133,N160,N172,39.65,63,113.84,0,OPEN
L1330,N1305,N1309,165.71,63,111.03,0,OPEN
L1331,N1308,N1310,158.1,63,89,0,OPEN
L1338,N1320,N1321,53.97,63,104.64,0,OPEN
L1351,N1334,N1335,31.99,63,108.64,0,OPEN
L1360,N1339,N194,139.84,63,81.36,0,OPEN
L1365,N205,N1344,35.21,63,93.24,0,OPEN
L137,N179,N180,88.8,63,112,0,OPEN
L138,N180,N181,108.55,63,107.9,0,OPEN
L140,N183,N184,35.43,63,96.77,0,OPEN
L141,N183,N185,25.88,63,86.27,0,OPEN
L143,N153,N186,56.89,63,89.66,0,OPEN
L1469,N1449,N1450,102.75,63,94.14,0,OPEN
L1470,N1449,N1451,136.42,63,93.58,0,OPEN
L1476,N1454,N1457,115.94,63,81.04,0,OPEN
L1485,N1465,N1467,81.64,63,80.06,0,OPEN
L1486,N1446,N1468,166.5,63,113.42,0,OPEN
L149,N194,N192,57.68,63,93.66,0,OPEN
L1499,N1458,N1480,96.18,63,100.22,0,OPEN
L1500,N1459,N1481,242.4,63,97.22,0,OPEN
L1503,N1481,N1483,283.97,63,118.26,0,OPEN
L1504,N1483,N1484,31.86,63,110.71,0,OPEN
L1505,N1463,N1485,190.01,63,88,0,OPEN
L1506,N1464,N1486,123.96,63,99.19,0,OPEN
L1509,N1487,N1489,165.39,63,111.01,0,OPEN
L1510,N1488,N1490,194.32,63,83.64,0,OPEN
L153,N190,N196,66.59,63,106.35,0,OPEN
L1537,N1460,N1517,69.6,63,115.3,0,OPEN
L1538,N1461,N1518,59.76,63,93.48,0,OPEN
L155,N199,N200,21.42,63,111.87,0,OPEN
L158,N204,N205,129.24,63,107.6,0,OPEN
L159,N120,N206,32.97,63,96.59,0,OPEN
L1625,N1608,N1609,22.66,63,81.34,0,OPEN
L1627,N1611,N1612,98,63,78.74,0,OPEN
L1628,N1612,N1613,106.97,63,89.74,0,OPEN
L1631,N1617,N1618,67.08,63,102.9,0,OPEN
L1632,N1618,N1619,116.96,63,80.17,0,OPEN
L1693,N1681,N1682,101.55,63,92.84,0,OPEN
L1694,N1681,N1683,147.96,63,96.63,0,OPEN
L1695,N1681,N1684,323.25,63,80.48,0,OPEN
L1696,N1680,N1685,111.84,63,98.69,0,OPEN
L1697,N1679,N1686,111.97,63,99.49,0,OPEN
L1698,N1678,N1687,223.29,63,119.42,0,OPEN
L176,N218,N224,53.49,63,109.34,0,OPEN
L1794,N1762,N1791,6.29,63,104.15,0,OPEN
L1798,N1762,N1795,170.18,63,80.01,0,OPEN
L1799,N1795,N1796,104.57,63,109.96,0,OPEN
L1800,N1795,N1797,143.05,63,101.29,0,OPEN
L1819,N1813,N1814,155.21,63,104.39,0,OPEN
L1820,N1803,N1814,132.85,63,84.63,0,OPEN
L1823,N1814,N1817,258.09,63,98.01,0,OPEN
L1829,N1820,N1823,222.56,63,107.95,0,OPEN
L1831,N1823,N1825,34.22,63,100.95,0,OPEN
L1832,N1799,N1826,58.22,63,80.42,0,OPEN
L1834,N1826,N1828,348.76,63,91.73,0,OPEN
L1915,N1916,N1917,220.8,63,104.05,0,OPEN
L1919,N1919,N1920,577.98,63,102.38,0,OPEN
L1926,N1920,N1925,325.59,63,93.67,0,OPEN
L1927,N1925,N1926,91.95,63,106.75,0,OPEN
L1928,N1925,N1927,158.13,63,85.98,0,OPEN
L1931,N1919,N1930,215.67,63,87.35,0,OPEN
L1932,N1930,N1931,49.88,63,94.24,0,OPEN
L196,N244,N246,44.43,63,86.34,0,OPEN
L1986,N296,N1979,16.26,63,90.03,0,OPEN
L1995,N1982,N1989,82.24,63,110.28,0,OPEN
L1999,N1990,N1993,147.8,63,116.44,0,OPEN
L20,N469,N37,117.02,63,95.79,0,OPEN
L2001,N1994,N1995,56.5,63,91.33,0,OPEN
L2019,N2007,N2013,10.96,63,79.86,0,OPEN
L202,N248,N252,125.09,63,105.78,0,OPEN
L2020,N2013,N2014,136.54,63,115.78,0,OPEN
L2039,N2031,N2033,24.23,63,91.83,0,OPEN
L2046,N257,N2038,52.48,63,95.73,0,OPEN
L2047,N2038,N2039,56.95,63,92.76,0,OPEN
L2048,N2038,N2040,132.69,63,112.85,0,OPEN
L2049,N2040,N2041,62.82,63,79.78,0,OPEN
L2050,N2040,N2042,78.02,63,108.96,0,OPEN
L2051,N2042,N2043,23.73,63,84.15,0,OPEN
L2052,N2042,N2044,10.35,63,83.85,0,OPEN
L2062,N2050,N2051,58.49,63,91.68,0,OPEN
L2063,N2051,N2052,8.1,63,87.68,0,OPEN
L2064,N2051,N2053,19.8,63,110.81,0,OPEN
L2065,N2053,N2054,8.85,63,109.5,0,OPEN
L2066,N2053,N2055,7.53,63,117.65,0,OPEN
L2077,N1995,N2066,64.52,63,94.81,0,OPEN
L2078,N1995,N2067,5.16,63,97.46,0,OPEN
L2092,N52,N50,8.58,63,112.25,0,OPEN
L2204,N920,N2205,34.45,63,98.76,0,OPEN
L2208,N599,N598,134.53,63,104.18,0,OPEN
L221,N269,N271,56.45,63,87.42,0,OPEN
L223,N272,N273,41.06,63,119.73,0,OPEN
L224,N272,N274,28.78,63,86.27,0,OPEN
L229,N279,N280,45.18,63,102.86,0,OPEN
L2360,N2413,N2415,56.01,63,93.42,0,OPEN
L2361,N1607,N2416,175.98,63,99.82,0,OPEN
L2362,N2416,N2417,139.13,63,107.33,0,OPEN
L2366,N245,N2421,9.38,63,100.55,0,OPEN
L2426,N1490,N1492,86.17,63,119.55,0,OPEN
L246,N294,N296,77.59,63,92.28,0,OPEN
L250,N298,N299,285.38,63,97.71,0,OPEN
L251,N300,N298,73.16,63,101.15,0,OPEN
L252,N301,N298,112.96,63,79.94,0,OPEN
L253,N301,N302,77.31,63,111.67,0,OPEN
L254,N302,N303,23,63,96.09,0,OPEN
L255,N302,N304,51.8,63,86.24,0,OPEN
L256,N305,N301,206.13,63,104.23,0,OPEN
L257,N305,N306,55.57,63,80.88,0,OPEN
L259,N307,N308,8.19,63,99.39,0,OPEN
L260,N308,N309,155.28,63,86.28,0,OPEN
L262,N311,N309,46.73,63,90.51,0,OPEN
L265,N2,N313,9.34,63,85.49,0,OPEN
L266,N2,N314,54.71,63,91.05,0,OPEN
L267,N314,N315,13.51,63,100.89,0,OPEN
L269,N317,N1,12.21,63,107.69,0,OPEN
L27,N49,N50,81.08,63,82.04,0,OPEN
L271,N319,N305,164.87,63,112.66,0,OPEN
L272,N320,N319,81.93,63,111.39,0,OPEN
L273,N319,N321,48.99,63,81.46,0,OPEN
L2740,N1609,N2678,72.6,63,78.73,0,OPEN
L275,N323,N317,107.65,63,96.05,0,OPEN
L277,N325,N323,3.91,63,109.21,0,OPEN
L278,N326,N325,12.12,63,89.6,0,OPEN
L28,N51,N52,127.65,63,85.98,0,OPEN
L280,N313,N328,75.36,63,96.69,0,OPEN
L281,N328,N329,43.03,63,98.09,0,OPEN
L286,N328,N327,9.43,63,78.61,0,OPEN
L2893,N1490,N2746,105.44,63,100.12,0,OPEN
L290,N293,N335,93.2,63,114.01,0,OPEN
L292,N336,N337,37.39,63,101.75,0,OPEN
L296,N340,N341,34.05,63,112.84,0,OPEN
L30,N55,N56,92.17,63,106.74,0,OPEN
L3008,N2783,N1255,164.84,63,87.64,0,OPEN
L3009,N1255,N2783,195.97,63,86.38,0,OPEN
L302,N346,N347,4.27,63,97.77,0,OPEN
L303,N346,N348,5.04,63,98.69,0,OPEN
L304,N6,N346,52.36,63,106.84,0,OPEN
L305,N343,N191,57.71,63,92.89,0,OPEN
L3073,N1195,N1196,9.19,63,99.22,0,OPEN
L3075,N1193,N2797,89.94,63,110.39,0,OPEN
L3076,N1193,N1194,8.81,63,118.02,0,OPEN
L3077,N1194,N1195,95.33,63,86.11,0,OPEN
L3078,N1196,N1188,247.9,63,79.22,0,OPEN
L3116,N481,N2815,99.3,63,83.03,0,OPEN
L312,N359,N360,82.17,63,85.83,0,OPEN
L3136,N627,N2822,35.27,63,91.05,0,OPEN
L3137,N638,N639,13.16,63,90.83,0,OPEN
L3146,N605,N600,7.7,63,108.15,0,OPEN
L3154,N347,N2201,32.47,63,90.31,0,OPEN
L3165,N203,N205,9.74,63,80.45,0,OPEN
L321,N369,N370,86.08,63,88.21,0,OPEN
L332,N382,N374,56.52,63,106.03,0,OPEN
L336,N386,N382,183.83,63,102.13,0,OPEN
L354,N401,N405,68.45,63,119.92,0,OPEN
L355,N406,N405,144.1,63,93.34,0,OPEN
L356,N407,N405,63.26,63,89.5,0,OPEN
L357,N405,N408,111.26,63,86.64,0,OPEN
L39,N70,N71,6.5,63,90.25,0,OPEN
L413,N461,N447,257.2,63,93.92,0,OPEN
L414,N448,N462,271.47,63,92.38,0,OPEN
L415,N463,N464,65.16,63,119.42,0,OPEN
L416,N461,N463,4.72,63,101.49,0,OPEN
L418,N446,N461,73.45,63,110.28,0,OPEN
L434,N90,N481,157.82,63,104.87,0,OPEN
L435,N481,N482,173.68,63,89.75,0,OPEN
L442,N486,N492,82.54,63,89.27,0,OPEN
L448,N81,N497,18.73,63,90.25,0,OPEN
L449,N495,N498,44.5,63,104.16,0,OPEN
L45,N78,N79,138.85,63,87.64,0,OPEN
L456,N494,N505,93.8,63,115.13,0,OPEN
L46,N80,N78,67.08,63,81.28,0,OPEN
L461,N57,N508,98.6,63,111.95,0,OPEN
L47,N78,N51,8.01,63,90.48,0,OPEN
L477,N520,N56,160.6,63,98.28,0,OPEN
L482,N82,N526,59.37,63,100.43,0,OPEN
L483,N527,N79,74.9,63,104.49,0,OPEN
L484,N52,N528,266.75,63,91.13,0,OPEN
L489,N529,N531,93.08,63,101.36,0,OPEN
L490,N531,N509,19.53,63,95.4,0,OPEN
L491,N532,N531,79.8,63,118.17,0,OPEN
L494,N536,N533,79.72,63,79.98,0,OPEN
L497,N539,N540,60.38,63,91.77,0,OPEN
L498,N55,N509,90.76,63,106.45,0,OPEN
L499,N538,N55,92.74,63,117.27,0,OPEN
L500,N541,N542,114.07,63,100.16,0,OPEN
L556,N180,N585,63.04,63,88.05,0,OPEN
L557,N586,N587,121.83,63,87.28,0,OPEN
L558,N588,N589,55.66,63,81.29,0,OPEN
L567,N598,N599,110.2,63,106.89,0,OPEN
L568,N386,N598,58.33,63,112.07,0,OPEN
L569,N596,N386,128.71,63,119.26,0,OPEN
L574,N604,N605,26.4,63,78.88,0,OPEN
L575,N605,N586,83.72,63,89.99,0,OPEN
L576,N586,N588,7.01,63,81.95,0,OPEN
L577,N603,N606,75.57,63,105.41,0,OPEN
L578,N607,N590,61.12,63,96.83,0,OPEN
L589,N614,N619,50.71,63,96.85,0,OPEN
L595,N627,N623,48.62,63,93.77,0,OPEN
L596,N628,N627,129.74,63,91.91,0,OPEN
