,avg_pressure,total_water_loss,Link,Coef,Leak_id,ID,Diameter,detect_cost,repair_cost,total_cost
490,49.145664,29.723305,L1396,0.0018,Leak_490,L1396,75,2282.0376211658936,153.0547168779642,2435.092338043858
491,56.09206,6.219488,L1398,0.00033,Leak_491,L1398,110,2377.9261382919785,203.30064907635528,2581.226787368334
492,53.592297,6.3024535,L1398,0.00035,Leak_492,L1398,110,2376.594872443763,203.8122422478925,2580.4071146916554
493,51.618053,22.37333,L1399,0.00129,Leak_493,L1399,110,2314.8589046232896,215.15400600019095,2530.0129106234804
494,51.35662,25.020948,L1399,0.00145,Leak_494,L1399,110,2304.5115321512344,216.1705874047442,2520.6821195559787
495,19.253183,6.4690704,L14,0.001,Leak_495,L14,60,2333.7320803229923,131.04,2464.772080322992
496,50.22078,9.955767,L1400,0.00059,Leak_496,L1400,63,2360.677696511545,131.4108712658042,2492.0885677773495
497,49.57294,8.328253,L1400,0.0005,Leak_497,L1400,63,2366.6341062308684,130.50322434775046,2497.1373305786187
498,49.12103,9.572707,L1400,0.00058,Leak_498,L1400,63,2361.338778813771,131.31712893191983,2492.655907745691
499,49.081196,13.193027,L1402,0.0008,Leak_499,L1402,110,2346.8376412943394,210.99986153957872,2557.8375028339183
500,49.004974,13.007881,L1402,0.00079,Leak_500,L1402,110,2347.4948478385245,210.89049436763463,2558.3853422061593
501,48.588497,18.774591,L1404,0.00115,Leak_501,L1404,63,2323.950960315893,135.070725560361,2459.021685876254
502,44.594196,6.892479,L1405,0.00046,Leak_502,L1405,63,2369.286221337072,130.04597686486005,2499.3321982019324
503,44.611343,7.6445985,L1405,0.00051,Leak_503,L1405,63,2365.9715414445227,130.611817856571,2496.583359301094
504,45.030685,48.568314,L1406,0.00321,Leak_504,L1406,90,2193.6980726256684,181.4059019275513,2375.10397455322
505,42.023144,15.531756,L1407,0.0011,Leak_505,L1407,63,2327.206770195469,134.82696129622437,2462.0337314916933
506,39.54634,9.168424,L1411,0.00069,Leak_506,L1411,110,2354.0770441869927,209.71375879655986,2563.7908029835526
507,39.100346,7.8826303,L1411,0.0006,Leak_507,L1411,110,2360.016799286451,208.49858803268052,2568.515387319131
508,38.611324,607.15564,L1411,0.0468,Leak_508,L1411,110,647.3091598676633,246.37832197854397,893.6874818462072
509,35.734028,10.805966,L1415,0.0009,Leak_509,L1415,110,2340.2756869219797,212.02393503897528,2552.299621960955
510,35.784573,10.460545,L1415,0.00087,Leak_510,L1415,110,2342.242344379487,211.72917543742474,2553.9715198169115
511,36.949566,10.056192,L1415,0.00081,Leak_511,L1415,110,2346.180618742227,211.10787007795057,2557.288488820178
512,37.460835,11.454023,L1415,0.00091,Leak_512,L1415,110,2339.620501459887,212.1200086742683,2551.740510134155
513,37.706745,17.737255,L1418,0.0014,Leak_513,L1418,63,2307.7401077718464,136.14944409370554,2443.8895518655518
514,10.388739,5.026488,L142,0.00144,Leak_514,L142,63,2305.1568857255206,136.30392735143752,2441.460813076958
515,39.18757,2.2383933,L1420,0.00017,Leak_515,L1420,63,2388.6031460312174,124.58725548535132,2513.1904015165687
516,38.06336,6.1388583,L1422,0.00048,Leak_516,L1422,90,2367.9597924878653,167.97060734447456,2535.93039983234
517,36.650787,6.649922,L1422,0.00054,Leak_517,L1422,90,2363.9849598307983,168.80337040991793,2532.7883302407163
518,35.86202,22.05083,L1423,0.00183,Leak_518,L1423,90,2280.1215144416055,177.4327037408114,2457.554218182417
519,30.304514,1.4255247,L1425,0.00014,Leak_519,L1425,63,2390.6104156090787,123.52254409370553,2514.1329597027843
520,42.42697,9.836267,L1428,0.00069,Leak_520,L1428,75,2354.0770441869927,147.20292684758527,2501.279971034578
521,43.286465,10.180976,L1428,0.0007,Leak_521,L1428,75,2353.417994885828,147.29074020730036,2500.708735093129
522,43.347076,5.2432613,L1429,0.00036,Leak_522,L1429,75,2375.929519033303,143.23244089203232,2519.1619599253354
523,11.376158,4.9691057,L143,0.0013,Leak_523,L143,63,2314.2108348639954,135.74305131524318,2449.9538861792385
524,41.93831,22.546034,L1431,0.0016,Leak_524,L1431,160,2294.8528810816583,360.12086582382983,2654.973746905488
525,41.012814,444.1393,L1433,0.03223,Leak_525,L1433,110,973.389213752729,243.13537131635695,1216.524585069086
526,41.09306,44.73555,L1435,0.00324,Leak_526,L1435,63,2191.856139964686,140.75090078937785,2332.6070407540637
527,51.254395,24.45449,L1436,0.00142,Leak_527,L1436,63,2306.4481350976066,136.2272296956904,2442.675364793297
528,51.292404,24.47263,L1436,0.00142,Leak_528,L1436,63,2306.4481350976066,136.2272296956904,2442.675364793297
529,45.47989,0.38203123,L1437,2.5e-05,Leak_529,L1437,350,2398.320587862824,1206.4409087580639,3604.761496620888
530,44.38305,7.158097,L1438,0.00048,Leak_530,L1438,350,2367.9597924878653,1377.812954839136,3745.7727473270015
531,55.185093,109.58436,L1442,0.00591,Leak_531,L1442,350,2033.9683506520364,1523.4177921968828,3557.386142848919
532,55.69275,153.07039,L1443,0.00818,Leak_532,L1443,350,1908.7121304000195,1542.2690761722686,3450.981206572288
533,55.682407,155.28719,L1443,0.0083,Leak_533,L1443,350,1902.3096198830247,1543.1136884559007,3445.4233083389254
534,51.60994,27.225283,L1444,0.00157,Leak_534,L1444,75,2296.7813673526057,152.22037986548077,2449.0017472180866
535,49.783012,29.774235,L1444,0.00178,Leak_535,L1444,75,2283.3159201240483,152.98652708244572,2436.302447206494
536,48.00068,28.869524,L1444,0.00179,Leak_536,L1444,75,2282.6766811640446,153.02071721784495,2435.6973983818893
537,47.72918,7.537393,L1447,0.00047,Leak_537,L1447,350,2368.62291406245,1376.5919479487357,3745.2148620111857
538,51.31525,10.862413,L1449,0.00063,Leak_538,L1449,350,2358.035217555894,1393.5839369740313,3751.6191545299253
539,51.564953,11.781558,L1449,0.00068,Leak_539,L1449,350,2354.7362780477984,1398.0132402027907,3752.749518250589
540,13.676886,111.02575,L145,0.02416,Leak_540,L145,150,1220.168223499601,362.2665414686657,1582.4347649682668
541,52.905266,15.109745,L1450,0.00085,Leak_541,L1450,75,2343.5543674245046,148.4756594536001,2492.0300268781048
542,52.342815,14.24562,L1450,0.00081,Leak_542,L1450,75,2346.180618742227,148.18148572779222,2494.3621044700194
543,50.66343,9.362598,L1451,0.00055,Leak_543,L1451,75,2363.3231367016074,145.81894669411787,2509.1420833957254
544,50.49747,9.501604,L1451,0.00056,Leak_544,L1451,75,2362.661498856952,145.92891224950463,2508.590411106457
545,53.9186,65.76342,L1452,0.00363,Leak_545,L1452,350,2168.0512819939563,1495.1499307073225,3663.2012127012786
546,42.836697,119.0312,L1453,0.00827,Leak_546,L1453,350,1903.9082312865175,1542.903685745647,3446.8119170321643
547,41.854023,102.80019,L1453,0.00731,Leak_547,L1453,350,1955.7793086409397,1535.7475265189526,3491.5268351598925
548,37.615982,103.133965,L1453,0.00816,Leak_548,L1453,350,1909.78130853498,1542.1271037999904,3451.9084123349703
549,47.70981,16.67171,L1455,0.00104,Leak_549,L1455,63,2331.1197635634903,134.51937827199177,2465.639141835482
550,48.010574,20.003126,L1455,0.00124,Leak_550,L1455,63,2318.1019767105213,135.483926276375,2453.585902986896
551,43.9062,93.38327,L1456,0.00633,Leak_551,L1456,63,2010.1889796020064,144.42354450601815,2154.6125241080244
552,42.749382,31.600334,L1458,0.0022,Leak_552,L1458,75,2256.6213963515106,154.27939472225407,2410.9007910737646
553,40.486042,29.927286,L1458,0.0022,Leak_553,L1458,75,2256.6213963515106,154.27939472225407,2410.9007910737646
554,15.088448,6.387844,L146,0.00126,Leak_554,L146,150,2316.804203014114,323.60516822984334,2640.4093712439576
555,37.127922,53.143433,L1460,0.00426,Leak_555,L1460,350,2130.142198503731,1504.431357864177,3634.573556367908
556,30.895962,37.786983,L1460,0.00364,Leak_556,L1460,350,2167.4443126146766,1495.309478772495,3662.7537913871715
557,27.111195,34.069016,L1460,0.00374,Leak_557,L1460,350,2161.3839569966526,1496.8812737578521,3658.265230754505
558,42.867386,7.921891,L1461,0.00055,Leak_558,L1461,350,2363.3231367016074,1385.7080335550613,3749.0311702566687
559,49.50089,7.983503,L1462,0.00048,Leak_559,L1462,110,2367.9597924878653,206.55844957225926,2574.5182420601245
560,26.212679,7.9267154,L1465,0.0009,Leak_560,L1465,140,2340.2756869219797,288.9117356575048,2629.1874225794845
561,25.540844,8.410091,L1465,0.00098,Leak_561,L1465,140,2335.03933628548,289.9206473448913,2624.9599836303714
562,21.546099,0.21718466,L1466,3e-05,Leak_562,L1466,140,2397.984846482968,248.61586782875239,2646.6007143117204
563,17.331621,3.494055,L1467,0.0006,Leak_563,L1467,140,2360.016799286451,284.1079661104658,2644.1247653969167
564,13.746316,2.6788816,L1467,0.00058,Leak_564,L1467,140,2361.338778813771,283.7063156643969,2645.045094478168
565,13.498962,2.7667468,L1467,0.00061,Leak_565,L1467,140,2359.3560870866754,284.3037978990937,2643.659884985769
566,14.211168,8.5949135,L1468,0.0018,Leak_566,L1468,125,2282.0376211658936,254.8915148006801,2536.9291359665735
567,18.869957,12.490403,L1470,0.00197,Leak_567,L1470,63,2271.2009338660205,138.0224955911198,2409.2234294571404
568,13.370387,4.851846,L1471,0.00108,Leak_568,L1471,140,2328.510370960925,291.071800049684,2619.582171010609
569,13.648415,5.3196073,L1471,0.00116,Leak_569,L1471,140,2323.30034513738,291.9184139461103,2615.2187590834906
570,15.353597,5.519926,L1471,0.00107,Leak_570,L1471,140,2329.1624451509206,290.9615894552525,2620.124034606173
571,15.709633,5.6479287,L1471,0.00107,Leak_571,L1471,140,2329.1624451509206,290.9615894552525,2620.124034606173
572,11.663469,1.3324348,L1473,0.00034,Leak_572,L1473,125,2377.2604121792624,237.95293535608138,2615.213347535344
573,12.89259,6.714464,L1474,0.00155,Leak_573,L1474,75,2298.0679251208758,152.14213618853802,2450.210061309414
574,14.127026,7.6421566,L1474,0.00161,Leak_574,L1474,75,2294.210412224793,152.37392062293756,2446.5843328477304
575,14.888902,6.703581,L1474,0.00134,Leak_575,L1474,75,2311.620369660252,151.25364017902146,2462.8740098392736
576,11.488383,0.57901484,L1476,0.00015,Leak_576,L1476,63,2389.941138395891,123.90088671897017,2513.842025114861
577,12.929893,0.6951111,L1476,0.00016,Leak_577,L1476,63,2389.2720485540895,124.25480260899808,2513.5268511630875
578,13.082606,0.6154058,L1476,0.00014,Leak_578,L1476,63,2390.6104156090787,123.52254409370553,2514.1329597027843
579,10.560739,0.81613374,L1478,0.00023,Leak_579,L1478,125,2384.593661655791,233.98033568240172,2618.573997338193
580,10.503227,0.81168973,L1478,0.00023,Leak_580,L1478,125,2384.593661655791,233.98033568240172,2618.573997338193
581,10.291384,2.3513753,L1479,0.00068,Leak_581,L1479,125,2354.7362780477984,244.99778982960768,2599.7340678774062
582,14.044325,3.16166,L148,0.00067,Leak_582,L148,32,2355.3956965199295,108.91816912603669,2464.3138656459664
583,10.275603,1.2084111,L1480,0.00035,Leak_583,L1480,125,2376.594872443763,238.2475524079073,2614.8424248516703
584,10.235908,1.2037426,L1480,0.00035,Leak_584,L1480,125,2376.594872443763,238.2475524079073,2614.8424248516703
585,9.951235,3.0761259,L1481,0.00092,Leak_585,L1481,125,2338.9654994240423,248.07004462945432,2587.035544053497
586,9.988095,3.75872,L1482,0.00112,Leak_586,L1482,125,2325.9038992420747,250.06932477553892,2575.9732240176136
587,26.538187,1.3375248,L1484,0.00015,Leak_587,L1484,350,2389.941138395891,1310.3552267342957,3700.2963651301866
588,26.507153,1.3359601,L1484,0.00015,Leak_588,L1484,350,2389.941138395891,1310.3552267342957,3700.2963651301866
589,25.817167,10.062499,L1485,0.00116,Leak_589,L1485,63,2323.30034513738,135.11820458416935,2458.4185497215494
590,24.989775,8.984326,L1485,0.00107,Leak_590,L1485,63,2329.1624451509206,134.67532602245336,2463.8377711733738
591,19.799744,11.841828,L1487,0.00178,Leak_591,L1487,63,2283.3159201240483,137.46632832715414,2420.7822484512026
592,23.43263,1.1810043,L1489,0.00015,Leak_592,L1489,63,2389.941138395891,123.90088671897017,2513.842025114861
593,23.48256,1.1835208,L1490,0.00015,Leak_593,L1490,63,2389.941138395891,123.90088671897017,2513.842025114861
594,24.190731,41.046825,L1491,0.00505,Leak_594,L1491,63,2083.54076506289,143.18468990236653,2226.7254549652566
595,23.780697,7.3510885,L1492,0.00092,Leak_595,L1492,63,2338.9654994240423,133.84705251710957,2472.812551941152
596,24.302204,6.124154,L1492,0.00075,Leak_596,L1492,63,2350.125514966703,132.72671106672067,2482.852226033424
597,24.387718,6.637361,L1492,0.00081,Leak_597,L1492,63,2346.180618742227,133.1487494848788,2479.329368227106
598,22.278524,2.320532,L1493,0.00031,Leak_598,L1493,63,2379.258149857851,127.88177497187597,2507.139924829727
599,22.14352,2.1576653,L1493,0.00029,Leak_599,L1493,63,2380.590907559098,127.51605327967032,2508.1069608387684
600,20.678934,1.7370305,L1494,0.00025,Leak_600,L1494,63,2383.258663039764,126.70214869550095,2509.960811735265
601,21.508696,2.023538,L1494,0.00028,Leak_601,L1494,63,2381.257566341089,127.32361974595504,2508.581186087044
602,22.532745,6.056804,L1495,0.0008,Leak_602,L1495,63,2346.8376412943394,133.08062695674857,2479.918268251088
603,22.940042,6.166283,L1495,0.0008,Leak_603,L1495,63,2346.8376412943394,133.08062695674857,2479.918268251088
604,23.021172,5.646632,L1495,0.00073,Leak_604,L1495,63,2351.4419538235616,132.57849142245496,2484.0204452460166
605,24.62728,5.7923346,L1495,0.0007,Leak_605,L1495,63,2353.417994885828,132.34836844145602,2485.766363327284
606,15.66638,23.424376,L1496,0.00445,Leak_606,L1496,350,2118.8399326915096,1506.9619958663936,3625.801928557903
607,11.706599,16.87436,L1496,0.00429,Leak_607,L1496,350,2128.3536303607757,1504.838346798348,3633.191977159124
608,22.415312,1.2050469,L1497,0.00016,Leak_608,L1497,63,2389.2720485540895,124.25480260899808,2513.5268511630875
609,10.946324,2.4642367,L1499,0.00067,Leak_609,L1499,63,2355.3956965199295,132.10816392622306,2487.5038604461524
610,10.98665,2.6578908,L1499,0.00072,Leak_610,L1499,63,2352.10044975576,132.50285169918797,2484.603301454948
611,10.455722,7.307295,L1500,0.00208,Leak_611,L1500,63,2264.2163966984594,138.32045392424126,2402.5368506227005
612,10.31981,7.628404,L1500,0.0022,Leak_612,L1500,63,2256.6213963515106,138.62803694847392,2395.2494332999845
613,10.105271,6.8246994,L1500,0.00201,Leak_613,L1500,63,2268.6586127856526,138.13272629744276,2406.7913390830954
614,9.920862,2.500058,L1501,0.00075,Leak_614,L1501,125,2350.125514966703,245.99362121652428,2596.1191361832275
615,9.840696,2.347597,L1501,0.00071,Leak_615,L1501,125,2352.7591300926356,245.4365735058982,2598.195703598534
616,9.805233,2.5368092,L1501,0.00077,Leak_616,L1501,125,2348.8098131092256,246.26109919584903,2595.0709123050747
617,9.759159,1.180468,L1502,0.00036,Leak_617,L1502,75,2375.929519033303,143.23244089203232,2519.1619599253354
618,10.138182,1.3285078,L1502,0.00039,Leak_618,L1502,75,2373.934576230595,143.72093539023987,2517.655511620835
619,12.037919,1.6178967,L1504,0.0004,Leak_619,L1504,63,2373.269967598801,129.27955130449902,2502.5495189033
620,10.464275,1.4415581,L1506,0.00041,Leak_620,L1506,63,2372.605545031374,129.4149604804144,2502.020505511788
621,10.51903,1.5197899,L1506,0.00043,Leak_621,L1506,63,2371.277257881271,129.6761428417579,2500.953400723029
622,12.159573,271.24405,L1507,0.06639,Leak_622,L1507,110,374.01803431143685,249.41849542631135,623.4365297377482
623,13.317161,46.043285,L1507,0.01029,Leak_623,L1507,110,1799.2119029904964,233.2085558027439,2032.4204587932402
624,13.814267,0.23207963,L1508,5e-05,Leak_624,L1508,110,2396.642350902784,186.89337948680708,2583.535730389591
625,13.906486,16.914734,L1509,0.00362,Leak_625,L1509,63,2168.6584213484575,141.35905724926522,2310.017478597723
626,14.234453,5.5480223,L1510,0.00116,Leak_626,L1510,63,2323.30034513738,135.11820458416935,2458.4185497215494
627,14.319161,6.639512,L1510,0.00138,Leak_627,L1510,63,2309.032804153403,136.07053923607975,2445.1033433894827
628,14.383455,6.7176523,L1510,0.00139,Leak_628,L1510,63,2308.386365473879,136.11013358132843,2444.496499055207
629,15.99917,7.364735,L1510,0.00137,Leak_629,L1510,63,2309.6794238611005,136.03065692942724,2445.7100807905276
630,17.812576,12.269301,L1511,0.00205,Leak_630,L1511,110,2266.1191375109465,219.1813122983362,2485.300449809283
631,12.571597,2.2809908,L1515,0.00054,Leak_631,L1515,75,2363.9849598307983,145.70696330991228,2509.6919231407105
632,12.460652,2.5120664,L1515,0.0006,Leak_632,L1515,75,2360.016799286451,146.34997044601613,2506.3667697324668
633,11.835933,2.147512,L1515,0.00054,Leak_633,L1515,75,2363.9849598307983,145.70696330991228,2509.6919231407105
634,12.011482,4.3990846,L1516,0.00109,Leak_634,L1516,63,2327.858479326144,134.77688064684645,2462.6353599729905
635,12.875216,4.6721587,L1516,0.00108,Leak_635,L1516,63,2328.510370960925,134.72633841815815,2463.236709379083
636,12.9866,4.8871183,L1516,0.00112,Leak_636,L1516,63,2325.9038992420747,134.9257710504541,2460.8296702925286
637,13.29554,72.68301,L1518,0.01627,Leak_637,L1518,63,1521.8226637177231,149.60036949217843,1671.4230332099016
638,11.005572,3.0692337,L1521,0.00083,Leak_638,L1521,75,2344.867125408191,148.33034489311478,2493.1974703013057
639,15.9049425,42.80593,L1522,0.00801,Leak_639,L1522,125,1917.81925790873,270.06475995766135,2187.8840178663913
640,17.051912,2.1771877,L1523,0.00038,Leak_640,L1523,75,2374.5993709788613,143.56240899145772,2518.161779970319
641,16.370499,1.9801767,L1523,0.00036,Leak_641,L1523,75,2375.929519033303,143.23244089203232,2519.1619599253354
642,14.969469,2.1124914,L1523,0.00042,Leak_642,L1523,75,2371.9413084762227,144.1732106533165,2516.114519129539
643,20.163376,1.6937234,L1525,0.00025,Leak_643,L1525,110,2383.258663039764,200.8867589736142,2584.1454220133783
644,20.213203,1.4941599,L1525,0.00022,Leak_644,L1525,110,2385.261441365851,199.77530207006058,2585.036743435912
645,20.183788,10.986442,L1526,0.00162,Leak_645,L1526,110,2293.568123234025,217.13449059114348,2510.702613825168
646,20.86066,13.177266,L1527,0.00188,Leak_646,L1527,110,2276.9315777980605,218.42864014225887,2495.360217940319
647,20.55484,15.332271,L1527,0.00222,Leak_647,L1527,110,2255.3580421417482,219.8739865485018,2475.23202869025
648,22.208954,0.3805728,L1528,5.1e-05,Leak_648,L1528,110,2396.575245856434,187.06555492548068,2583.6408007819145
649,22.134663,55.184376,L1530,0.00742,Leak_649,L1530,63,1949.7647755060416,145.29480307156774,2095.0595785776095
650,17.26351,13.109212,L1531,0.00226,Leak_650,L1531,63,2252.8334551671587,138.7755918502703,2391.609047017429
651,19.496603,3.3409402,L1532,0.00051,Leak_651,L1532,110,2365.9715414445227,207.08555492548066,2573.0570963700034
652,18.284126,3.4403415,L1532,0.00056,Leak_652,L1532,110,2362.661498856952,207.89872430066416,2570.5602231576163
653,18.632654,5.884937,L1533,0.00094,Leak_653,L1533,63,2337.6560454257046,133.96498809461804,2471.6210335203227
654,19.076633,5.7046757,L1533,0.00089,Leak_654,L1533,63,2340.9310558616876,133.66525267490465,2474.596308536592
655,18.168621,3.4186084,L1534,0.00056,Leak_655,L1534,110,2362.661498856952,207.89872430066416,2570.5602231576163
656,17.870667,4.023046,L1534,0.00067,Leak_656,L1534,110,2355.3956965199295,209.45801755007056,2564.85371407
657,18.824886,6.325162,L1535,0.001,Leak_657,L1535,63,2333.7320803229923,134.30429999999998,2468.036380322992
658,17.691425,6.063206,L1536,0.00102,Leak_658,L1536,110,2332.4255562189046,213.1121754386736,2545.537731657578
659,17.792562,6.217436,L1536,0.00104,Leak_659,L1536,110,2331.1197635634903,213.28100745276157,2544.400771016252
660,11.748344,4.4606104,L1537,0.00113,Leak_660,L1537,63,2325.2527373172106,134.97451619802078,2460.2272535152315
661,11.466522,2.773981,L1539,0.00072,Leak_661,L1539,75,2352.10044975576,147.4626649061004,2499.5631146618607
662,11.176186,2.628639,L1539,0.0007,Leak_662,L1539,75,2353.417994885828,147.29074020730036,2500.708735093129
663,11.025693,2.482104,L1539,0.00067,Leak_663,L1539,75,2355.3956965199295,147.02341616495337,2502.4191126848827
664,12.815129,3.3155308,L1540,0.00077,Leak_664,L1540,125,2348.8098131092256,246.26109919584903,2595.0709123050747
665,12.475744,3.9822571,L1541,0.00095,Leak_665,L1541,125,2337.0015933605505,248.39617667277227,2585.3977700333226
666,13.529677,4.81873,L1541,0.00106,Leak_666,L1541,125,2329.814701947253,249.50972051185877,2579.3244224591117
667,17.660639,9.138321,L1542,0.00154,Leak_667,L1542,160,2298.711474232581,359.5694383461873,2658.2809125787685
668,18.203346,9.663791,L1543,0.00158,Leak_668,L1543,90,2296.138358595174,176.394137375618,2472.532495970792
669,18.104355,8.881272,L1543,0.00146,Leak_669,L1543,90,2303.866359250653,175.83566449217065,2479.7020237428237
670,17.991028,8.402527,L1543,0.00139,Leak_670,L1543,90,2308.386365473879,175.48828094813666,2483.8746464220158
671,17.631918,8.353298,L1543,0.00141,Leak_671,L1543,90,2307.09403099664,175.5892871540296,2482.6833181506695
672,0.009325792,0.005420784,L1544,0.00173,Leak_672,L1544,90,2286.514801106426,177.0353905589368,2463.550191665363
673,0.0016815033,0.00088705926,L1544,0.00157,Leak_673,L1544,90,2296.7813673526057,176.3492463412223,2473.130613693828
674,10.363741,11.56096,L1546,0.00332,Leak_674,L1546,75,2186.9518770362806,156.79079292125095,2343.7426699575317
675,10.269063,11.041297,L1546,0.0032,Leak_675,L1546,75,2194.3123940869946,156.56612007034047,2350.878514157335
676,9.753663,10.061101,L1546,0.00307,Leak_676,L1546,75,2202.314245736364,156.31301202139315,2358.627257757757
677,9.01376,3.7554922,L1547,0.00124,Leak_677,L1547,75,2318.1019767105213,150.7803082307423,2468.8822849412636
678,9.688216,10.15635,L1548,0.00312,Leak_678,L1548,75,2199.2331630534545,156.41160743244416,2355.644770485899
679,10.181271,10.296928,L1548,0.00301,Leak_679,L1548,75,2206.0172433162234,156.1925556793325,2362.209798995556
680,9.56474,0.67488813,L1549,0.00021,Leak_680,L1549,75,2385.9294080804098,139.94298663924837,2525.872394719658
681,9.597816,0.64497316,L1549,0.0002,Leak_681,L1549,75,2386.597561851835,139.6452240140681,2526.242785865903
682,30.66061,7.4174128,L155,0.00072,Leak_682,L155,63,2352.10044975576,132.50285169918797,2484.603301454948
683,9.648401,2.4638157,L1550,0.00076,Leak_683,L1550,63,2349.4675719388347,132.79934514837032,2482.266917087205
684,9.578862,2.6713533,L1550,0.00083,Leak_684,L1550,63,2344.867125408191,133.28250716462344,2478.1496325728144
685,9.896291,6.1182804,L1551,0.00184,Leak_685,L1551,75,2279.4831697899835,153.1888524578415,2432.672022247825
686,12.362085,7.1858354,L1551,0.00173,Leak_686,L1551,75,2286.514801106426,152.8126428642174,2439.3274439706433
687,7.9620414,5.2969866,L1552,0.00198,Leak_687,L1552,50,2270.5650866273054,125.07384977659193,2395.6389364038973
688,12.958226,1.7851259,L1555,0.00041,Leak_688,L1555,63,2372.605545031374,129.4149604804144,2502.020505511788
689,13.078111,1.5379863,L1555,0.00035,Leak_689,L1555,63,2376.594872443763,128.54729278920647,2505.1421652329695
690,13.926932,1.7313955,L1555,0.00037,Leak_690,L1555,63,2375.2643518957193,128.85202634962153,2504.116378245341
691,14.014807,1.6010513,L1555,0.00034,Leak_691,L1555,63,2377.2604121792624,128.38833113760083,2505.648743316863
692,20.119797,7.4362783,L1556,0.0011,Leak_692,L1556,63,2327.206770195469,134.82696129622437,2462.0337314916933
693,19.850637,11.405382,L1557,0.00171,Leak_693,L1557,110,2287.7956079875003,217.60458213005091,2505.400190117551
694,21.41143,33.453205,L1558,0.00465,Leak_694,L1558,110,2107.0075905482763,226.30240811685687,2333.309998665133
695,32.353146,147.51485,L1559,0.01357,Leak_695,L1559,110,1641.3330341179699,235.61424855014792,1876.9472826681179
696,29.14068,7.735102,L156,0.00079,Leak_696,L156,250,2347.4948478385245,746.2279031470149,3093.7227509855393
697,25.649103,10.169363,L1560,0.00118,Leak_697,L1560,50,2321.9996611696056,122.50233016358206,2444.5019913331876
698,25.48993,9.16414,L1560,0.00107,Leak_698,L1560,50,2329.1624451509206,122.0161504167188,2451.1785955676396
699,20.889536,19.021172,L1563,0.00271,Leak_699,L1563,50,2224.625834826031,126.6331686876032,2351.2590035136345
700,17.110514,1.2073182,L1565,0.00021,Leak_700,L1565,110,2385.9294080804098,199.37083028057305,2585.300238360983
701,17.115505,1.1501617,L1565,0.0002,Leak_701,L1565,110,2386.597561851835,198.9466205131929,2585.544182365028
702,17.17879,7.792298,L1566,0.00135,Leak_702,L1566,63,2310.9732065638086,135.9500114614096,2446.9232180252184
703,19.578918,9.012569,L1566,0.00137,Leak_703,L1566,63,2309.6794238611005,136.03065692942724,2445.7100807905276
704,19.678616,7.8682966,L1566,0.00119,Leak_704,L1566,63,2321.34959227837,135.25822392680735,2456.607816205177
705,24.57003,11.227519,L1566,0.00136,Leak_705,L1566,63,2310.3262246476656,135.9904824420999,2446.3167070897657
706,28.536282,33.079258,L1569,0.00345,Leak_706,L1569,110,2179.0058427597314,223.70713828336693,2402.7129810430984
707,34.43686,33.902405,L1569,0.00293,Leak_707,L1569,110,2210.9642605320205,222.28668975948926,2433.25095029151
708,29.875965,1.7065144,L157,0.00017,Leak_708,L157,100,2388.6031460312174,177.99729854166407,2566.6004445728813
709,10.810701,2.3973815,L1572,0.00066,Leak_709,L1572,63,2356.0552996550846,132.02569931969362,2488.080998974778
710,10.723429,2.630243,L1572,0.00073,Leak_710,L1572,63,2351.4419538235616,132.57849142245496,2484.0204452460166
711,16.815931,0.17515476,L1573,3.1e-05,Leak_711,L1573,63,2397.917703847268,115.25487497187598,2513.172578819144
712,21.549627,12.743594,L1574,0.00176,Leak_712,L1574,110,2284.5949351300947,217.85516360963928,2502.450098739734
713,21.118092,12.70127,L1574,0.00179,Leak_713,L1574,110,2282.6766811640446,218.00211768021745,2500.678798844262
714,19.354445,10.795139,L1574,0.00166,Leak_714,L1574,110,2291.00076492503,217.3465639225619,2508.347328847592
715,19.180555,11.278164,L1574,0.00175,Leak_715,L1574,110,2285.234711276412,217.80562173469963,2503.0403330111117
716,18.805105,11.183772,L1574,0.00177,Leak_716,L1574,110,2283.9553380960215,217.9044247925634,2501.859762888585
717,29.888485,53.124985,L1575,0.00529,Leak_717,L1575,63,2069.5863106020192,143.4393024252211,2213.0256130272405
718,29.479996,22.782146,L1576,0.0023,Leak_718,L1576,125,2250.311694147151,257.3828356824017,2507.6945298295523
719,29.543663,19.853342,L1576,0.002,Leak_719,L1576,125,2269.293926136951,255.96235447352635,2525.2562806104775
720,29.899948,2.7125235,L1577,0.00027,Leak_720,L1577,110,2381.924411813674,201.55590255846292,2583.480314372137
721,29.964725,2.6177175,L1577,0.00026,Leak_721,L1577,110,2382.591444029134,201.22776642637575,2583.8192104555096
722,31.65009,8.613885,L1578,0.00081,Leak_722,L1578,63,2346.180618742227,133.1487494848788,2479.329368227106
723,31.697195,9.47873,L1578,0.00089,Leak_723,L1578,63,2340.9310558616876,133.66525267490465,2474.596308536592
724,29.01694,3.1199017,L158,0.00032,Leak_724,L158,63,2378.592050834106,128.0558782612476,2506.6479290953534
725,29.030863,2.8287675,L158,0.00029,Leak_725,L158,63,2380.590907559098,127.51605327967032,2508.1069608387684
726,27.475199,55.943905,L1582,0.00606,Leak_726,L1582,75,2025.4435980910584,160.46319655109673,2185.906794642155
727,33.221943,54.026836,L1585,0.00484,Leak_727,L1585,63,2095.8280740477007,142.95177389694783,2238.7798479446487
