Leak_id,avg_pressure,total_water_loss,Link,Coef,Link_id,ID,Diameter,detect_cost,repair_cost,total_cost,evaluate_flag,rank
Leak_3304,29.14458,14.403373,L770,0.00256,L770,L770,80,2233.9889120307107,162.79745708869666,2396.7863691194075,1,0.006009452052199079
Leak_736,25.109364,14.31239,L1587,0.00301,L1587_3,L1587,63,2206.0172433162234,140.34711128321388,2346.3643545994373,1,0.006099815784960206
Leak_1879,55.676617,14.297616,L2502,0.00132,L2502,L2502,63,2312.9152395970045,135.82677497194314,2448.7420145689475,1,0.005838759624280249
Leak_1961,36.25053,14.201982,L2579,0.00205,L2579,L2579,160,2266.1191375109465,363.69646326427215,2629.8156007752186,1,0.005400371623131356
Leak_833,18.937582,14.193675,L1674,0.00399,L1674,L1674,75,2146.3070998614326,157.91267161663802,2304.2197714780705,1,0.0061598616663609395
Leak_1228,14.15443,14.059491,L1952,0.00537,L1952,L1952,75,2064.9556255697507,159.725463649793,2224.6810892195435,1,0.006319778248514735
Leak_524,44.731766,13.92646,L1431,0.0016,L1431,L1431,160,2294.8528810816583,360.12086582382983,2654.973746905488,1,0.005245422965988009
Leak_2064,14.481271,13.907377,L2663,0.00523,L2663,L2663,90,2073.0661378402556,184.85720749475922,2257.923345335015,1,0.006159366424805937
Leak_1568,57.618782,13.884068,L2229,0.00124,L2229,L2229,110,2318.1019767105213,214.8103021369479,2532.912278847469,1,0.005481464025164719
Leak_1997,25.016598,13.874815,L2613,0.00293,L2613,L2613,125,2210.9642605320205,259.843369485337,2470.8076300173575,1,0.005615497871473364
Leak_1377,18.266407,13.815381,L2086,0.00404,L2086_1,L2086,125,2143.30437232135,263.1083398970009,2406.412712218351,1,0.005741068844909051
Leak_1828,46.880486,13.731092,L2460,0.00151,L2460,L2460,110,2300.643203083468,216.52311848480923,2517.1663215682775,1,0.005454980203472613
Leak_3156,25.812082,13.678884,L636,0.00276,L636,L636,20,2221.5135377735533,112.1019999105,2333.6155376840534,1,0.005861669727365024
Leak_253,21.570807,13.649121,L1209,0.00339,L1209_2,L1209,200,2182.6696493113436,533.0917335922152,2715.761382903559,1,0.005025891217987602
Leak_1915,38.342808,13.647076,L2535,0.00186,L2535,L2535,160,2278.2070165711525,362.29322000691917,2640.5002365780715,1,0.005168367517649593
Leak_1876,33.44859,13.64182,L250,0.00212,L250_1,L250,63,2261.681893920653,138.42491028236122,2400.106804203014,1,0.005683838706689721
Leak_18,31.72723,13.6251745,L1013,0.00222,L1013,L1013,80,2255.3580421417482,161.8852428434024,2417.2432849851507,1,0.005636658340115568
Leak_305,17.342768,13.446366,L1248,0.00419,L1248_1,L1248,75,2134.321371464407,158.21116255773387,2292.532534022141,1,0.005865289198984063
Leak_3348,28.30594,13.434029,L808,0.00246,L808_1,L808,60,2240.2528464000775,135.85632051951364,2376.109166919591,1,0.005653792684493648
Leak_2993,18.578726,13.37435,L498,0.00375,L498,L498,63,2160.7788542070375,141.55253541447112,2302.3313896215086,1,0.005809046279960108
Leak_1738,24.433983,13.367377,L2371,0.00284,L2371,L2371,75,2216.5429166230115,155.837755973511,2372.3806725965223,1,0.005634583621252757
Leak_1073,12.507149,13.346834,L1858,0.00577,L1858,L1858,75,2041.957154412035,160.16392311437093,2202.1210775264058,1,0.006060899338800873
Leak_2757,17.823088,13.280653,L3234,0.00398,L3234_1,L3234,160,2146.908149992485,373.2681156542879,2520.176265646773,1,0.0052697317965057534
Leak_3347,28.086082,13.11243,L808,0.00242,L808,L808,60,2242.763335199343,135.76860530887893,2378.531940508222,1,0.005512824694729015
Leak_282,23.082119,13.10802,L1229,0.00303,L1229_2,L1229,75,2204.78221949891,156.23297253702864,2361.0151920359385,1,0.0055518574691987245
Leak_1558,45.766617,13.091696,L2224,0.00147,L2224_1,L2224,63,2303.221366973196,136.41699925413172,2439.6383662273274,1,0.005366244426532586
Leak_1036,38.667664,13.087703,L184,0.00175,L184,L184,250,2285.234711276412,770.6968153689371,3055.931526645349,1,0.004282721205316633
Leak_1243,22.569298,12.998509,L1969,0.00308,L1969_1,L1969,50,2201.697684070219,127.26902019676508,2328.9667042669844,1,0.005581234537715123
Leak_1569,57.287018,12.913205,L2229,0.00116,L2229_1,L2229,110,2323.30034513738,214.2304489443229,2537.530794081703,1,0.005088886084419976
Leak_1242,22.49212,12.909731,L1969,0.00307,L1969,L1969,50,2202.314245736364,127.25286301545901,2329.5671087518226,1,0.0055416866347206845
Leak_2181,21.126947,12.863114,L2769,0.00325,L2769,L2769,63,2191.242506158238,140.76780001074414,2332.010306168982,1,0.005515890870193497
Leak_3170,21.679531,12.832002,L644,0.00309,L644,L644,25,2201.081295017174,113.51630138633188,2314.597596403506,1,0.005543944963061811
Leak_694,14.84355,12.817709,L1558,0.00465,L1558,L1558,110,2107.0075905482763,226.30240811685687,2333.309998665133,1,0.0054933587806374265
Leak_1917,40.744305,12.80194,L2540,0.00164,L2540,L2540,160,2292.2840846493737,360.4771126321445,2652.761197281518,1,0.00482589234847582
Leak_550,52.68825,12.683778,L1455,0.00124,L1455_1,L1455,63,2318.1019767105213,135.483926276375,2453.585902986896,1,0.005169485932284804
Leak_2756,17.81614,12.64151,L3234,0.00379,L3234,L3234,160,2158.360136625008,372.56239455513935,2530.9225311801474,1,0.004994822976217687
Leak_3344,29.76952,12.638383,L803,0.0022,L803,L803,63,2256.6213963515106,138.62803694847392,2395.2494332999845,1,0.005276437074142199
Leak_3134,34.3784,12.61121,L612,0.0019,L612,L612,63,2275.65685307073,137.82409384387125,2413.480946914601,1,0.005225319837518071
Leak_252,21.711594,12.607393,L1209,0.00311,L1209_1,L1209,200,2199.8490345570963,531.3043809721412,2731.1534155292375,1,0.004616142466800047
Leak_2208,20.34913,12.599918,L2790,0.00331,L2790,L2790,63,2187.5643092983664,140.86811609460662,2328.432425392973,1,0.005411330914339079
Leak_1538,20.174599,12.581099,L2208,0.00325,L2208,L2208,63,2191.242506158238,140.76780001074414,2332.010306168982,1,0.005394958385577094
Leak_829,33.29952,12.533588,L167,0.00195,L167,L167,32,2272.473162579777,113.74817631812834,2386.2213388979053,1,0.005252483583611134
Leak_3112,24.474028,12.523547,L592,0.00266,L592_1,L592,110,2227.7424921458573,221.44613036535398,2449.188622511211,1,0.005113345316664789
Leak_467,43.75491,12.470859,L1378,0.00147,L1378,L1378,63,2303.221366973196,136.41699925413172,2439.6383662273274,1,0.005111765229860108
Leak_269,28.513327,12.437374,L1222,0.00231,L1222,L1222,160,2249.681695076775,365.419189972017,2615.1008850487924,1,0.004755982526753716
Leak_3073,16.84775,12.430881,L552,0.00385,L552_1,L552,60,2154.737135768328,138.25287618754473,2292.9900119558724,1,0.005421253682638828
Leak_501,55.656624,12.425788,L1404,0.00115,L1404,L1404,63,2323.950960315893,135.070725560361,2459.021685876254,1,0.0050531428808007345
Leak_302,22.12745,12.388837,L1247,0.00299,L1247,L1247,75,2207.2529589405617,156.15186937392903,2363.4048283144907,1,0.0052419444659813465
Leak_2417,18.396223,12.332931,L2987,0.00358,L2987,L2987,75,2171.0886794708736,157.25094123191306,2328.3396207027868,1,0.005296877850301665
Leak_513,44.905323,12.188992,L1418,0.0014,L1418,L1418,63,2307.7401077718464,136.14944409370554,2443.8895518655518,1,0.004987537811324718
Leak_2896,26.308966,12.180053,L426,0.0024,L426,L426,60,2244.019634397999,135.72420249788698,2379.743836895886,1,0.005118220107736773
Leak_1959,35.79726,12.174006,L2577,0.00178,L2577_2,L2577,110,2283.3159201240483,217.95340844622405,2501.269328570272,1,0.0048671313892678005
Leak_1940,27.076023,12.097009,L256,0.00233,L256_1,L256,63,2248.4222260117845,138.94286647920342,2387.365092490988,1,0.005067096248993523
Leak_735,23.849283,12.0839815,L1587,0.00268,L1587_2,L1587,63,2226.495305595083,139.7103152307221,2366.2056208258055,1,0.005106902547953437
Leak_733,22.005484,12.030754,L1587,0.0029,L1587,L1587,63,2212.8222507575124,140.1429532796703,2352.9652040371825,1,0.0051130182752865535
Leak_3331,29.977839,11.972723,L790,0.00207,L790,L790,32,2264.8504660551025,114.0181776843447,2378.868643739447,1,0.005032948346564316
Leak_2608,24.366867,11.966018,L3116,0.00254,L3116,L3116,63,2235.240296176306,139.41609485638827,2374.656391032694,1,0.005039052289110214
Leak_1366,24.584219,11.92541,L208,0.00252,L208_1,L208,60,2236.4923812932766,135.98525466242862,2372.4776359557054,1,0.005026563829288533
Leak_1848,49.67749,11.916444,L2479,0.00123,L2479_1,L2479,110,2318.7511361420798,214.73990033101677,2533.4910364730968,1,0.004703566601663249
Leak_2085,19.062912,11.904399,L2681,0.00335,L2681,L2681,110,2185.1156088002017,223.45139703687764,2408.5670058370793,1,0.004942523454527922
Leak_1466,13.098422,11.900304,L2154,0.00495,L2154,L2154,63,2089.3828543131854,143.07501038641428,2232.4578646995997,1,0.0053305838505662085
Leak_3406,20.19175,11.896612,L851,0.00307,L851_1,L851,60,2202.314245736364,137.04154478587893,2339.355790522243,1,0.0050854223267605535
Leak_955,27.478464,11.8505535,L1789,0.00228,L1789,L1789,50,2251.572221610621,125.7747746496852,2377.3469962603062,1,0.004984780737189311
Leak_1838,51.10985,11.801863,L2469,0.00119,L2469,L2469,90,2321.34959227837,174.38990453147042,2495.7394968098406,1,0.00472880392034523
Leak_3138,32.359245,11.794798,L616,0.00189,L616,L616,63,2276.294126203665,137.79515555511512,2414.08928175878,1,0.004885816770101307
Leak_2202,17.701834,11.775898,L2784,0.00358,L2784,L2784,63,2171.0886794708736,141.29812558912954,2312.386805060003,1,0.005092529482510501
Leak_3316,28.925455,11.717432,L779,0.0021,L779,L779,60,2262.9487904791768,135.00974171112188,2397.9585321902987,1,0.00488641978783178
Leak_718,26.779457,11.683384,L1576,0.0023,L1576,L1576,125,2250.311694147151,257.3828356824017,2507.6945298295523,1,0.004659014007756562
Leak_2551,18.74932,11.67453,L3078,0.00336,L3078,L3078,63,2184.5038620782757,140.95033342167383,2325.4541954999495,1,0.005020322503831114
Leak_734,23.691238,11.642999,L1587,0.0026,L1587_1,L1587,63,2231.4882450841296,139.5441269674927,2371.032372051622,1,0.004910518655339575
Leak_2018,22.432003,11.58179,L2625,0.00275,L2625,L2625,63,2222.1356486555887,139.85170999172533,2361.987358647314,1,0.004903408956867035
Leak_152,24.162054,11.551021,L1128,0.00247,L1128,L1128,50,2239.6256634128013,126.17245314529058,2365.798116558092,1,0.00488250478407623
Leak_1388,45.71064,11.514638,L2095,0.0013,L2095_1,L2095,350,2314.2108348639954,1435.595995267055,3749.8068301310504,1,0.003070728298470804
Leak_3111,24.914906,11.4568,L592,0.00239,L592,L592,110,2244.648047869411,220.51552597698173,2465.163573846393,1,0.004647480833468342
Leak_1939,26.484375,11.3722105,L256,0.00224,L256,L256,63,2254.0953952122863,138.72684670270363,2392.82224191499,1,0.004752634902592373
Leak_2968,22.827074,11.33796,L477,0.00258,L477,L477,63,2232.738228464057,139.50178086522712,2372.240009329284,1,0.004779432181666449
Leak_1559,45.87392,11.337109,L2224,0.00127,L2224_2,L2224,63,2316.155588647519,135.61501920413875,2451.7706078516576,1,0.004624049483158863
Leak_1564,45.77205,11.311705,L2227,0.00127,L2227,L2227,63,2316.155588647519,135.61501920413875,2451.7706078516576,1,0.004613688001395815
Leak_256,13.992016,11.230058,L1211,0.0044,L1211,L1211,75,2121.808386029767,158.50961873632215,2280.318004766089,1,0.004924777023598333
Leak_1965,34.743378,11.210864,L2586,0.00169,L2586,L2586,160,2289.077132321296,360.91039632726626,2649.9875286485626,1,0.0042305346519102074
Leak_3275,36.132,11.169243,L75,0.0016,L75,L75,32,2294.8528810816583,112.85377066744124,2407.7066517490994,1,0.004638955020028177
Leak_1621,15.868132,11.132135,L2272,0.00376,L2272,L2272,63,2160.1739208224853,141.56713939911708,2301.7410602216023,1,0.004836397796268011
Leak_1839,51.026142,11.089336,L2469,0.00112,L2469_1,L2469,90,2325.9038992420747,173.96126940907055,2499.8651686511453,1,0.004435973801437921
Leak_1912,42.55491,11.015525,L2532,0.00135,L2532,L2532,110,2310.9732065638086,215.54928204527005,2526.5224886090787,1,0.004359955200818787
Leak_1860,46.599506,10.973655,L2487,0.00121,L2487,L2487,63,2320.0500004263754,135.34962259244875,2455.399623018824,1,0.004469192975405596
Leak_3420,35.124855,10.924372,L86,0.00161,L86_1,L86,40,2294.210412224793,116.88958294362334,2411.099995168416,1,0.0045308663022071306
Leak_1847,49.111504,10.918576,L2479,0.00114,L2479,L2479,110,2324.601757692162,214.0792351237562,2538.680992815918,1,0.004300885487951209
Leak_3421,23.044533,10.905055,L860,0.00246,L860,L860,60,2240.2528464000775,135.85632051951364,2376.109166919591,1,0.004589458766416424
Leak_303,22.422407,10.796592,L1247,0.00257,L1247_1,L1247,75,2233.363482699535,155.22808521561302,2388.591567915148,1,0.004520066094075554
Leak_2002,12.296129,10.781592,L2616,0.0048,L2616_3,L2616,125,2098.176716484888,264.86024805768216,2363.03696454257,1,0.004562599963884467
Leak_1544,44.945152,10.75635,L2211,0.00123,L2211_2,L2211,63,2318.7511361420798,135.43952285163414,2454.190658993714,1,0.004382850013783784
Leak_1957,36.045696,10.744987,L2577,0.00156,L2577,L2577,110,2297.4245561776975,216.80635445905634,2514.230910636754,1,0.004273667342430922
Leak_292,27.74576,10.729218,L1235,0.00205,L1235,L1235,75,2266.1191375109465,153.84842113248598,2419.9675586434323,1,0.004433620397502924
Leak_1840,50.16151,10.705662,L2469,0.0011,L2469_2,L2469,90,2327.206770195469,173.8338729143759,2501.0406431098445,1,0.004280482927446555
Leak_2415,19.250118,10.689766,L2986,0.00296,L2986_1,L2986,63,2209.1078303630024,140.25525330637012,2349.3630836693724,1,0.004550069763367475
Leak_224,16.405224,10.6748905,L1186,0.00353,L1186,L1186,75,2174.1303322822973,157.16510404746236,2331.2954363297595,1,0.0045789522648379275
Leak_1766,30.204288,10.665133,L240,0.00183,L240,L240,60,2280.1215144416055,134.2733974254789,2414.3949118670844,1,0.004417311113371189
Leak_1543,44.91865,10.662589,L2211,0.00122,L2211_1,L2211,63,2319.400477363728,135.39475694594697,2454.795234309675,1,0.0043435757590508895
Leak_837,30.7544,10.626482,L1678,0.00182,L1678,L1678,63,2280.760037854755,137.5881954089487,2418.3482332637036,1,0.0043941074588528676
Leak_1565,45.40444,10.602132,L2227,0.0012,L2227_1,L2227,63,2320.6997053809437,135.30411367571875,2456.0038190566625,1,0.004316822213916229
Leak_785,30.097652,10.599353,L1624,0.00185,L1624,L1624,110,2278.845003849843,218.28877800262833,2497.1337818524717,1,0.004244607523088279
Leak_549,52.388725,10.577234,L1455,0.00104,L1455,L1455,63,2331.1197635634903,134.51937827199177,2465.639141835482,1,0.004289854946216714
Leak_1772,41.9002,10.521662,L2407,0.00131,L2407,L2407,160,2313.562946538832,357.23575244168455,2670.7986989805167,1,0.003939518827247866
Leak_1142,21.29981,10.49723,L1901,0.00261,L1901_1,L1901,75,2230.8635158416814,155.32234072937118,2386.1858565710527,1,0.004399166790467592
Leak_505,49.102283,10.4782,L1407,0.0011,L1407,L1407,63,2327.206770195469,134.82696129622437,2462.0337314916933,1,0.004255912429133436
Leak_2207,28.654917,10.412262,L279,0.00189,L279,L279,75,2276.294126203665,153.3524795031445,2429.6466057068096,1,0.004285504706089381
Leak_1052,7.249458,10.408914,L1846,0.0081,L1846_2,L1846,125,1912.9924377265822,270.1783206543076,2183.1707583808898,1,0.00476779636792374
Leak_314,23.880333,10.381345,L1260,0.00232,L1260,L1260,450,2249.051872381446,2401.04409782259,4650.095970204036,1,0.0022325011917488534
Leak_1585,44.977436,10.326918,L2237,0.00118,L2237,L2237,63,2321.9996611696056,135.21194691805368,2457.2116080876594,1,0.00420269773035641
Leak_3248,26.558859,10.291785,L712,0.00201,L712,L712,60,2268.6586127856526,134.7753754274204,2403.433988213073,1,0.00428211687553989
Leak_2375,8.134311,10.241267,L2945,0.00702,L2945,L2945,63,1971.724888066149,144.99091408115183,2116.715802147301,1,0.004838281640783057
Leak_1365,24.264025,10.228066,L208,0.00219,L208,L208,60,2257.2533388103047,135.23427149483024,2392.487610305135,1,0.004275076033974737
Leak_1135,29.528908,10.183342,L1898,0.00181,L1898,L1898,63,2281.398740079493,137.5579815970157,2418.956721676509,1,0.0042098074300902285
Leak_1861,46.29339,10.180382,L2487,0.00113,L2487_1,L2487,63,2325.2527373172106,134.97451619802078,2460.2272535152315,1,0.004137984310334085
Leak_3142,30.72288,10.179512,L622,0.00172,L622,L622,63,2287.155114890482,137.2782941462569,2424.433409036739,1,0.004198717929716306
Leak_1141,21.45964,10.172988,L1901,0.00251,L1901,L1901,75,2237.118686838723,155.08391497111228,2392.2026018098354,1,0.0042525611878487255
Leak_3257,28.049973,10.171769,L727,0.00188,L727,L727,75,2276.9315777980605,153.32010317677788,2430.2516809748386,1,0.004185479726968325
Leak_719,26.811785,10.171273,L1576,0.002,L1576_1,L1576,125,2269.293926136951,255.96235447352635,2525.2562806104775,1,0.0040278182098204525
Leak_778,38.242844,10.170016,L1618,0.00139,L1618_2,L1618,63,2308.386365473879,136.11013358132843,2444.496499055207,1,0.004160372613619212
Leak_1111,13.9274845,10.118211,L1883,0.00392,L1883,L1883,110,2150.517987098608,224.81758706174952,2375.3355741603577,1,0.0042596974097515155
Leak_1849,49.844368,10.109566,L2479,0.00104,L2479_2,L2479,110,2331.1197635634903,213.28100745276157,2544.400771016252,1,0.003973259971472752
Leak_2816,22.115921,10.081797,L357,0.00237,L357,L357,63,2245.9054028027404,139.03620989023497,2384.9416126929755,1,0.004227271893140488
Leak_3258,27.797531,10.078894,L727,0.00188,L727_1,L727,75,2276.9315777980605,153.32010317677788,2430.2516809748386,1,0.004147263322725534
Leak_3121,26.552084,10.070775,L602,0.00197,L602_1,L602,75,2271.2009338660205,153.60548664313578,2424.8064205091564,1,0.004153228458512913
Leak_1136,28.887247,10.066659,L1898,0.00183,L1898_1,L1898,63,2280.1215144416055,137.61824366491714,2417.7397581065225,1,0.004163665233175325
Leak_2086,17.12564,10.034725,L2681,0.00316,L2681_1,L2681,110,2196.771400755058,222.94373539402045,2419.7151361490787,1,0.004147068817852262
Leak_3265,27.786978,9.969652,L735,0.00186,L735,L735,80,2278.2070165711525,160.7526207977721,2438.9596373689246,1,0.004087665914249519
Leak_1542,44.907673,9.960962,L2211,0.00114,L2211,L2211,63,2324.601757692162,135.0228318673405,2459.6245895595025,1,0.004049789686529418
Leak_2768,24.460659,9.887721,L325,0.0021,L325_2,L325,60,2262.9487904791768,135.00974171112188,2397.9585321902987,1,0.004123391180028074
Leak_262,28.575754,9.87573,L1215,0.00183,L1215,L1215,75,2280.1215144416055,153.15559393843685,2433.2771083800426,1,0.004058612776506507
Leak_1648,22.903498,9.826576,L2298,0.00228,L2298,L2298,63,2251.572221610621,138.82390751959002,2390.396129130211,1,0.004110856821243989
Leak_444,31.586432,9.812564,L1355,0.00161,L1355,L1355,32,2294.210412224793,112.88194009984197,2407.0923523246347,1,0.0040765215703929165
Leak_2333,21.91718,9.740225,L29,0.00231,L29,L29,50,2249.681695076775,125.83972104996613,2375.5214161267413,1,0.0041002471171731865
Leak_3388,31.69714,9.721477,L84,0.00159,L84,L84,63,2295.4955298549908,136.84732134908188,2432.3428512040728,1,0.00399675421993171
Leak_2042,18.398228,9.687476,L2649,0.00283,L2649,L2649,110,2217.1636355362584,221.98476443919628,2439.1483999754546,1,0.003971663289629928
Leak_1309,21.383638,9.648824,L2015,0.00235,L2015,L2015,32,2247.1634620520226,114.59176487339369,2361.7552269254165,1,0.004085446124177394
Leak_2495,8.685488,9.621967,L3040,0.00621,L3040,L3040,200,2016.9545744076725,545.64219299243,2562.596767400102,1,0.0037547722833646793
Leak_799,21.73037,9.610115,L1637,0.00235,L1637,L1637,75,2247.1634620520226,154.68193113457357,2401.845393186596,1,0.004001138074303576
Leak_2250,29.87693,9.598358,L283,0.00167,L283,L283,75,2290.3593745096996,152.59722321080142,2442.956597720501,1,0.003928992501648621
Leak_3475,28.410767,9.558307,L906,0.00174,L906,L906,160,2285.8746665851313,361.331046027948,2647.2057126130794,1,0.003610715498417263
Leak_3476,26.44812,9.553608,L906,0.00187,L906_1,L906,160,2277.5692079038927,362.37057816914256,2639.939786073035,1,0.0036188734269901727
Leak_2121,25.914103,9.534805,L271,0.00192,L271_1,L271,63,2274.3828419894076,137.88151628471684,2412.2643582741243,1,0.003952636975772143
Leak_3308,27.401188,9.5073395,L774,0.0018,L774_1,L774,63,2282.0376211658936,137.5276003946889,2419.5652215605824,1,0.003929358627252451
Leak_2639,20.398438,9.503398,L3135,0.00243,L3135,L3135,32,2242.1354493736053,114.74311555066788,2356.878564924273,1,0.004032196687186852
Leak_1649,23.03296,9.4941225,L2298,0.00219,L2298_1,L2298,63,2257.2533388103047,138.6030537936747,2395.8563926039797,1,0.003962726035874433
Leak_1560,43.91203,9.483734,L2225,0.00111,L2225,L2225,75,2326.5552435178056,150.10440115939952,2476.659644677205,1,0.003829244018749874
Leak_2241,24.28349,9.475743,L2820,0.00207,L2820,L2820,63,2264.8504660551025,138.29402595504996,2403.1444920101526,1,0.003943060155253525
Leak_1978,34.63239,9.455132,L2597,0.00143,L2597_1,L2597,110,2305.8024200241084,216.04982747005053,2521.8522474941587,1,0.003749280529879108
Leak_3132,37.049458,9.449672,L611,0.00132,L611_1,L611,63,2312.9152395970045,135.82677497194314,2448.7420145689475,1,0.003858990326085339
Leak_2708,2.3463268,9.4494705,L3196,0.02579,L3196_1,L3196,160,1165.7314421626622,400.22841358582224,1565.9598557484844,1,0.006034299337452014
Leak_2137,22.332146,9.429023,L2725,0.00225,L2725_2,L2725,63,2253.4643368539196,138.75127343794034,2392.21561029186,1,0.0039415438760769085
Leak_2260,23.059626,9.42006,L2841,0.00217,L2841,L2841,63,2258.5177546834393,138.552743413332,2397.070498096771,1,0.003929821907722459
Leak_2136,22.29706,9.413708,L2725,0.00225,L2725_1,L2725,63,2253.4643368539196,138.75127343794034,2392.21561029186,1,0.003935141837823635
Leak_3266,28.820307,9.405007,L736,0.00169,L736,L736,80,2289.077132321296,160.13905002600555,2449.2161823473016,1,0.003840007031699451
Leak_881,6.292091,9.404681,L1715,0.00845,L1715_1,L1715,75,1894.3366743852878,162.49215390251555,2056.8288282878034,1,0.0045724180235155445
Leak_3187,48.481453,9.389912,L66,0.001,L66_2,L66,63,2333.7320803229923,134.30429999999998,2468.036380322992,1,0.00380460828149643
Leak_275,27.707525,9.357467,L1225,0.00179,L1225_3,L1225,75,2282.6766811640446,153.02071721784495,2435.6973983818893,1,0.003841801819844013
Leak_3188,52.466717,9.354345,L66,0.00092,L66_3,L66,63,2338.9654994240423,133.84705251710957,2472.812551941152,1,0.003782876835655066
Leak_2251,30.55149,9.3478985,L283,0.00159,L283_1,L283,75,2295.4955298549908,152.29763308951314,2447.793162944504,1,0.003818908649957816
Leak_743,11.84026,9.335218,L1590,0.00431,L1590_1,L1590,75,2127.162085991336,158.38349183893368,2285.54557783027,1,0.00408445953566483
Leak_134,24.658825,9.332848,L1109,0.00196,L1109_1,L1109,75,2271.8369591668898,153.57442844273686,2425.4113876096267,1,0.0038479441643971446
Leak_3120,26.447792,9.317879,L602,0.00183,L602,L602,75,2280.1215144416055,153.15559393843685,2433.2771083800426,1,0.0038293537102923395
Leak_382,25.071144,9.307543,L131,0.00193,L131,L131,50,2273.7461039411373,124.94677561504894,2398.692879556186,1,0.003880256151269116
Leak_3424,24.173267,9.30637,L866,0.002,L866,L866,50,2269.293926136951,125.12378315039595,2394.417709287347,1,0.0038866943496938993
Leak_2689,10.231734,9.265977,L3180,0.00511,L3180,L3180,75,2080.0433552244394,159.42258469914304,2239.4659399235825,1,0.004137583314233811
Leak_2232,28.749977,9.262657,L2814,0.0017,L2814,L2814,63,2288.4362804476955,137.2141554853513,2425.650435933047,1,0.0038186282031047827
Leak_3324,29.809437,9.257408,L783,0.00161,L783,L783,50,2294.210412224793,124.04608802180437,2418.256500246597,1,0.00382813326094475
Leak_3478,24.410086,9.2310705,L906,0.00196,L906_3,L906,160,2271.8369591668898,363.0487466904621,2634.8857058573517,1,0.003503404530212821
Leak_135,24.981428,9.215459,L1109,0.00191,L1109_2,L1109,75,2275.0197583492936,153.4167213932487,2428.4364797425424,1,0.0037948115780698064
Leak_2287,7.789086,9.17772,L2864,0.0067,L2864,L2864,63,1989.4709265926153,144.73506392622306,2134.2059905188385,1,0.004300297211542403
Leak_2766,22.25026,9.153067,L325,0.00214,L325,L325,60,2260.41570662559,135.11069768766203,2395.526404313252,1,0.003820899915213346
Leak_3404,20.521963,9.140609,L850,0.00232,L850,L850,60,2249.051872381446,135.5428119738559,2384.594684355302,1,0.003833191798801595
Leak_2414,19.930973,9.136448,L2986,0.00244,L2986,L2986,63,2241.5077393312877,139.1958325981965,2380.703571929484,1,0.003837709160527424
Leak_2498,7.8864875,9.127611,L3040,0.00655,L3040_3,L3040,200,1997.8442762096797,546.7473596616078,2544.5916358712875,1,0.003587063256675744
Leak_2882,27.246471,9.122872,L413,0.00173,L413_3,L413,63,2286.514801106426,137.31008433959698,2423.824885446023,1,0.0037638331083152243
Leak_2135,22.005077,9.079967,L2725,0.0022,L2725,L2725,63,2256.6213963515106,138.62803694847392,2395.2494332999845,1,0.0037908229593422026
Leak_2032,22.171762,9.067655,L2639,0.00218,L2639,L2639,110,2257.885458237761,219.7158990019642,2477.6013572397255,1,0.0036598521320566164
Leak_800,21.881302,9.038217,L1637,0.00219,L1637_1,L1637,75,2257.2533388103047,154.25159092379076,2411.5049297340956,1,0.003747956920775586
Leak_1146,14.008368,9.01991,L1904,0.00347,L1904_2,L1904,63,2177.785941092133,141.12698624523685,2318.9129273373696,1,0.003889714767798757
Leak_2316,22.936985,8.998826,L2883,0.00208,L2883,L2883,63,2264.2163966984594,138.32045392424126,2402.5368506227005,1,0.0037455517173791307
Leak_3335,30.943665,8.998691,L794,0.00151,L794,L794,32,2300.643203083468,112.59202161210081,2413.235224695569,1,0.0037288907907014183
Leak_1844,42.961697,8.993203,L2474,0.00108,L2474,L2474,63,2328.510370960925,134.72633841815815,2463.236709379083,1,0.003650969932732905
Leak_1662,28.075546,8.984611,L2308,0.00169,L2308,L2308,75,2289.077132321296,152.66987791658366,2441.7470102378797,1,0.003679582905143336
Leak_776,34.7758,8.96389,L1618,0.00135,L1618,L1618,63,2310.9732065638086,135.9500114614096,2446.9232180252184,1,0.003663331162028808
Leak_3307,27.494186,8.957019,L774,0.00169,L774,L774,63,2289.077132321296,137.1818026304864,2426.2589349517825,1,0.0036916994815361253
Leak_1337,24.312847,8.950421,L2054,0.00191,L2054_1,L2054,150,2275.0197583492936,329.0503456888465,2604.07010403814,1,0.0034370892394308206
Leak_369,27.46975,8.946449,L13,0.00169,L13,L13,32,2289.077132321296,113.1011917497102,2402.1783240710065,1,0.003724306888517535
Leak_2796,22.650936,8.9295435,L334,0.00205,L334,L334,32,2266.1191375109465,113.97428239513482,2380.093419906081,1,0.003751761767204324
Leak_2313,22.553017,8.900835,L2880,0.00209,L2880_2,L2880,75,2263.5825048563834,153.96635568557556,2417.548860541959,1,0.0036817601424759135
Leak_3294,31.916147,8.8714695,L763,0.00144,L763_2,L763,63,2305.1568857255206,136.30392735143752,2441.460813076958,1,0.003633672697166909
Leak_2000,11.7257,8.860901,L2616,0.00415,L2616_1,L2616,125,2136.7131505467128,263.3813705833048,2400.0945211300177,1,0.0036918966319436208
Leak_1664,27.646362,8.852117,L231,0.00166,L231,L231,32,2291.00076492503,113.02021323973219,2404.0209781647623,1,0.003682212703291619
Leak_1128,25.005997,8.822535,L1893,0.00186,L1893,L1893,75,2278.2070165711525,153.25483064862226,2431.461847219775,1,0.0036284898203297927
